id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,eventtime,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID,references
71218,UCSB,IZC,,PreservedSpecimen,f2b7f112-5f2b-4626-a740-2994e61313f8,UCSB-IZC00037347,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,5/17/2019,,,2019,5,17,137,,17-May-19,,,,,,,COPR_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41733,-119.87962,WGS84,10,,,,,,,,,,,,,,,EmanueleGiacomuzzo,12/28/2020 12:56,854059,6,b9dd19c1-d251-4521-bd04-a82851c6a1ac,https://library.big-bee.net/portal/collections/individual/index.php?occid=71218
71327,UCSB,IZC,,PreservedSpecimen,5e8cffbc-b094-4d30-a09a-29134d2a7ece,UCSB-IZC00030264,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2019,,,,,,UCSBees Survey,Kipp Callahan,,5/17/2019,,,2019,5,17,137,,17-May-19,,,,,,,COPR_04,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41491,-119.8802,WGS84,10,,,,,,,,,,,,,,,EmanueleGiacomuzzo,12/28/2020 12:56,854168,6,9b50eb3d-38b3-4244-9c58-4e20e6ea98ee,https://library.big-bee.net/portal/collections/individual/index.php?occid=71327
71380,UCSB,IZC,,PreservedSpecimen,c1ce0232-d7cb-4ae7-94d9-050685d31d1d,UCSB-IZC00031299,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawalek,2019,,,,,,UCSBees Survey,,,4/17/2019,,,2019,4,17,107,,17-Apr-19,,,,,,,Lagoon_02,,,,,,,,,,Adult,Female,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,UC Santa Barbara Lagoon,,0,,34.40677,-119.84716,WGS84,10,,,,GPS,,,,,,,,,,,emilyward,12/28/2020 12:56,854198,6,976fc0b8-ff23-4b83-807c-309d0d7ca6dc,https://library.big-bee.net/portal/collections/individual/index.php?occid=71380
71473,UCSB,IZC,,PreservedSpecimen,85415bd9-41bf-4529-a6df-701db39daa20,UCSB-IZC00036056,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,11/21/2019,,,,,,UCSBees,Kipp Callahan,,9/17/2019,,,2019,9,17,260,,9/17/2019,,,,,,,COPR_03,,,,,,,,,,"Adult, Worker",Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,,,,,,,,,,1/11/2020 11:38,854292,6,ff7aafe1-e23e-437f-ba29-7bdae90e474e,https://library.big-bee.net/portal/collections/individual/index.php?occid=71473
71727,UCSB,IZC,,PreservedSpecimen,44599a82-0db2-4b90-a662-a4da6d8cb880,UCSB-IZC00036167,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,11/21/2019,,,,,,UCSBees,Evan Hobson,,10/16/2019,,,2019,10,16,289,,10/16/2019,,,,,,,SCR_06,,,,,,,,,,"Adult, Worker",Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Ventura,,Santa Clara River,,0,,34.355015,-119.014507,WGS84,10,,,,GPS,,,,,,,,,,,,2/16/2020 16:17,854572,6,797cc9b6-337c-40a6-b227-c3c0aec4fe5f,https://library.big-bee.net/portal/collections/individual/index.php?occid=71727
71734,UCSB,IZC,,PreservedSpecimen,51bc46ac-754a-49c3-b104-57f9b75b4e35,UCSB-IZC00036441,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2019,,,,,,Barry Lao,EEMB 116 Collection,,4/14/2018,,,2018,4,14,104,,14-Apr-18,,,,,,,,,,,,,,Worker,,,Adult,Female,1,Sweep Net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,University of California Santa Barbara Lagoon Island,,0,,34.408097,-119.847312,WGS84,498,,seltmann (2022-05-05 15:11:46),,georef batch tool 2022-05-05; GeoLocate,reviewed - high confidence,,,,,,,,,,leahweiss,12/28/2020 12:56,854592,6,9e9bfd1a-0368-488a-a3af-2959981bc9fc,https://library.big-bee.net/portal/collections/individual/index.php?occid=71734
71745,UCSB,IZC,,PreservedSpecimen,166bf4d2-7869-450a-81df-1f48f2585307,UCSB-IZC00036553,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2019,,,,,,J. Endres,,,4/15/1997,,,1997,4,15,105,,15-IV-97,,,,,,,,,,,,,,Worker,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Santa Barbara,"University of California Santa Barbara, Campus Lagoon",,0,,34.411786,-119.86295,,3662,,,,GeoLocate,,,,,,,,,,,leahweiss,12/28/2020 12:56,854603,6,5a72f4e6-c079-4b82-a4d2-ed2ece4c7049,https://library.big-bee.net/portal/collections/individual/index.php?occid=71745
71830,UCSB,IZC,,PreservedSpecimen,2932067f-8a65-4df8-8e1b-ce586254cc36,UCSB-IZC00036467,,,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia nemoris,18928,"Sandhouse, 1924",Osmia,,nemoris,,,,,Species,Douglas Yanega,2022,,,,,,UCSBees,David Dewey,,6/9/2019,,,2019,6,9,160,,6/9/2019,,,,,,,SCIR_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,33.991972,-119.689278,WGS84,10,,,,,,,130,,,,,428',,,seltmann,12/28/2020 12:56,854725,6,582465c5-cf37-41a7-86ab-43224ed08d90,https://library.big-bee.net/portal/collections/individual/index.php?occid=71830
71839,UCSB,IZC,,PreservedSpecimen,92c079f7-1c80-484b-a2f8-bf2eeacb4e1c,UCSB-IZC00036320,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,David Dewey,,6/9/2019,,,2019,6,9,160,,6/9/2019,,,,,,,SCIR_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island Reserve,,0,,34.001056,-119.686972,WGS84,10,,,,,,,370,,,,,1213',,,seltmann,12/28/2020 12:56,854734,6,7116cd08-78ef-4d34-b620-ed49bb76fda5,https://library.big-bee.net/portal/collections/individual/index.php?occid=71839
71873,UCSB,IZC,,PreservedSpecimen,60a57b24-e90b-4ead-bd43-9345faaac9b6,UCSB-IZC00036466,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,,,8/16/2019,,,2019,8,16,228,,8/16/2019,,,,,,,Lagoon_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,University of California Santa Barbara Lagoon Island,,0,,34.40928,-119.84892,WGS84,10,,,,GPS,,,,,,,,,,,seltmann,12/28/2020 12:56,854768,6,aa2ae46b-f7db-4394-ac8b-53b97fb7d3bd,https://library.big-bee.net/portal/collections/individual/index.php?occid=71873
71874,UCSB,IZC,,PreservedSpecimen,bebfcf55-99f4-47d8-a97a-39457b486b92,UCSB-IZC00036326,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,,,8/16/2019,,,2019,8,16,228,,8/16/2019,,,,,,,Lagoon_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,University of California Santa Barbara Lagoon Island,,0,,34.407448,-119.849818,WGS84,10,,,,GPS,,,,,,,,,,,seltmann,12/28/2020 12:56,854769,6,92c66ba3-ed3e-4d78-8941-64f1beb9774c,https://library.big-bee.net/portal/collections/individual/index.php?occid=71874
71875,UCSB,IZC,,PreservedSpecimen,3c044958-e254-4301-b0ca-f53364247e03,UCSB-IZC00036601,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,,,8/16/2019,,,2019,8,16,228,,8/16/2019,,,,,,,Lagoon_01,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,University of California Santa Barbara Lagoon Island,,0,,34.407448,-119.849818,WGS84,10,,,,GPS,,,,,,,,,,,seltmann,12/28/2020 12:56,854770,6,55982fcf-693d-4f64-96ab-6a70dfc7ca57,https://library.big-bee.net/portal/collections/individual/index.php?occid=71875
72360,UCSB,IZC,,PreservedSpecimen,bbb84045-dbcf-4f2d-94fe-153873c7f22c,UCSB-IZC00039622,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees survey,David Dewey,,5/8/2019,,,2019,5,8,128,,8-May-19,,,,,,,SCIR_03,,,,,,,,,,Adult,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.997278,-119.714056,WGS84,10,,,,,,,64,,,,,209',,,raymond01,12/28/2020 12:56,855668,6,41b2f0da-3431-4161-9fa7-ab16e87cccdb,https://library.big-bee.net/portal/collections/individual/index.php?occid=72360
72393,UCSB,IZC,,PreservedSpecimen,efa081f0-2a61-4ec1-9f55-37e4384f8c01,UCSB-IZC00037171,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees survey,"Charlie Thrift, Taylor Curtis",,7/11/2019,,,2019,7,11,192,,"July 11,2019",,,,,,,NCOS_05,,,,,,,,,,Adult,Female,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4189,-119.8799,WGS84,10,,,,,,,,,,,,,,,romimari,12/28/2020 17:11,855678,6,c1696373-0c99-4d18-8c89-a0a879bd520d,https://library.big-bee.net/portal/collections/individual/index.php?occid=72393
72408,UCSB,IZC,,PreservedSpecimen,12e1b898-5e32-4626-9d28-e7f93e3bdd9f,UCSB-IZC00037197,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus vosnesenskii,7022,"Radoszkowski, 1862",Bombus,,vosnesenskii,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees survey,David Dewey,,6/9/2019,,,2019,6,9,160,,6/9/2019,,,,,,,,,,,,,,,,,,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,33.995224,-119.71556,,,"33.995224, -119.715560",,,,,,,,,,,,,,zachary_brown,12/28/2020 12:56,855693,6,50539053-4a8d-4d53-8003-0c78180ba4cf,https://library.big-bee.net/portal/collections/individual/index.php?occid=72408
72647,UCSB,IZC,,PreservedSpecimen,237ae4fa-b6b3-45a5-9cf3-1603ffc6f6a4,UCSB-IZC00042882,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2020,,,,,,Katja Seltmann,UCSB Arthropod Survey,,7/14/2016,,,2016,7,14,196,,"july 14-15, 2016",,fennel grassland,,,,,FG-YPT-02,,,,,,,,,,Adult,Worker,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4198,-119.8787,WGS84,10,,,,,,,,,,,,,,,rbehm,12/28/2020 12:56,856140,6,4c138f51-a725-4ce2-b81e-4c3496d52971,https://library.big-bee.net/portal/collections/individual/index.php?occid=72647
72658,UCSB,IZC,,PreservedSpecimen,d923e73d-c6a7-4d49-bb7c-393f72ebc0f4,UCSB-IZC00038891,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,R. Behm,2020,,,,,,Kyle Mrazek,,,5/19/2018,,,2018,5,19,139,,"19 May, 2018",,,,,,,,,,,,,,,,,Adult,Worker,1,,Pinned,,North America,,,,United States,US,California,San Luis Obispo,Cambria,"Cambria, Kenneth S. Norris Rancho Marino Reserve",,0,,35.532077,-121.080473,WGS84,1513,,almalove (2024-06-03 19:35:39),,georef batch tool 2024-06-03,,,,,,,,,,,nolanweis,12/28/2020 12:56,856151,6,b3e2b191-974e-4b9e-bf19-0ca29517ad6b,https://library.big-bee.net/portal/collections/individual/index.php?occid=72658
72663,UCSB,IZC,,PreservedSpecimen,bdb30780-5681-4f29-ade1-39b773398ba6,UCSB-IZC00038889,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,R. Behm,2020,,,,,,Diana Gomez,,,4/21/2018,,,2018,4,21,111,,"21 April, 2018",,,,,,,,,,,,,,,,,Adult,Worker,1,Sweep Net,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,"Goleta, Lake Los Carneros",,0,,34.441203,-119.848575,WGS84,590,,almalove (2024-06-04 22:06:16),,georef batch tool 2024-06-04,,,,,,,,,,,nolanweis,12/28/2020 12:56,856156,6,bf036339-3cec-4a34-b199-67d011533974,https://library.big-bee.net/portal/collections/individual/index.php?occid=72663
72679,UCSB,IZC,,PreservedSpecimen,791c9568-536c-4ad0-80e7-88140356017a,UCSB-IZC00042591,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2020,,,,,,Shelby Heinse,,,5/13/2018,,,2018,5,13,133,,"13 May, 2018",,,,,,,,,,,,,,,,,Adult,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Goleta,,0,,34.4361,-119.6165,WGS84,10,,,,,,,,,,,,,,,nolanweis,12/28/2020 12:56,856172,6,d8f620f5-2b5d-44b4-9ff3-ff3129d00e67,https://library.big-bee.net/portal/collections/individual/index.php?occid=72679
72680,UCSB,IZC,,PreservedSpecimen,77b7c95e-6d79-43f3-baec-3efbaab4d909,UCSB-IZC00042543,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2020,,,,,,Josue Alatorre,,,5/10/2018,,,2018,5,10,130,,10-May-18,,,,,,,,,,,,,,,,,Adult,Worker,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,"Refugio Canyon, Refugio Creek",,0,,34.494815,-120.065666,,3334,,almalove (2024-06-04 22:07:59),,georef batch tool 2024-06-04,,,,,,,,,,,nolanweis,12/28/2020 12:56,856173,6,ebc61fc9-88b8-4a34-bbf2-aac8e3d281bc,https://library.big-bee.net/portal/collections/individual/index.php?occid=72680
72710,UCSB,IZC,,PreservedSpecimen,52f9ced2-3a74-4eba-b86f-6114b22b2890,UCSB-IZC00042834,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,R. Behm,2020,,,,,,UCSB Arthtropod Survey,,,4/14/2016,,,2016,4,14,105,,"April 14-15, 2016",,,,,,,US-TPT-02,,,,,,,,,,Adult,Worker,1,Yellow Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,UCSB North Campus Open Space,,0,,34.4205,-119.8792,WGS84,10,,,,,,,,,,,,,,,raymond01,12/28/2020 12:56,856203,6,8bba23a4-3088-4144-aa46-e2a1d7e19713,https://library.big-bee.net/portal/collections/individual/index.php?occid=72710
72862,UCSB,IZC,,PreservedSpecimen,4fb763d0-d139-4b47-87a5-213bbe6b0051,UCSB-IZC00038673,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Rachel Behm,2020,,,,,,Jose Bojorquez,,,5/30/2017,,,2017,5,30,150,-31,5/30/2017,,,,,,,,,,,,,,,,,Adult,Worker,1,,Pinned,,North America,,,,United States,US,California,Santa Barbara,Isla Vista,"Isla Vista, Pardall Road",,0,,34.413098,-119.856167,WGS84,237,,almalove (2024-06-06 14:40:48),,georef batch tool 2024-06-06,,,,,,,,,,,nolanweis,12/28/2020 12:56,856390,6,20af8959-777b-465a-a70b-ce4dc0c4642b,https://library.big-bee.net/portal/collections/individual/index.php?occid=72862
72877,UCSB,IZC,,PreservedSpecimen,a794c50f-dd6c-4b28-9aa3-41018554f826,UCSB-IZC00042399,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,R. Behm,2019,,,,,,Mimi Liu,,,8/2/2018,,,2018,8,2,214,,2-Aug-16,,,,,,,,,,,,,,,,,Adult,Worker,1,Hand,Pinned,,North America,,,,United States,US,California,Santa Barbara,,UCSB Library,,0,,34.4137,-119.8451,WGS84,10,,,,,,,,,,,,,,,raymond01,12/28/2020 12:56,856405,6,5e7f05be-280e-48af-a016-bbf175f07daf,https://library.big-bee.net/portal/collections/individual/index.php?occid=72877
72879,UCSB,IZC,,PreservedSpecimen,7d5e5459-c4b8-41f4-b0d5-0e29dcb2169b,UCSB-IZC00042371,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,R. Behm,2019,,,,,,Nhi Nguyen,,,7/18/2018,,,2018,7,18,199,,18-Jul-16,,,,,,,,,,,,,,,,,Adult,Worker,1,Aerial Net,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Cheadle Center for Biodiversity & Ecological Restoration,,0,,34.4195,-119.8545,WGS84,10,,,,,,,,,,,,,,,raymond01,12/28/2020 12:56,856407,6,1b3cce9c-cd44-4c4c-a5cd-e09c9e6ec367,https://library.big-bee.net/portal/collections/individual/index.php?occid=72879
72948,UCSB,IZC,,PreservedSpecimen,75499c1c-6cfb-4f4e-94b5-87effbe9fb64,UCSB-IZC00038830,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,David Dewey,,7/20/2019,,,2019,7,20,201,,7/20/2019,,,,,,,SCIR_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,Santa Cruz Island,,0,,34.018889,-119.871111,WGS84,10,,,,GPS,,,,,,,,,,,,2/16/2020 15:58,856523,6,cb3c8094-9869-432b-9f9a-aaa9bcff9a33,https://library.big-bee.net/portal/collections/individual/index.php?occid=72948
72988,UCSB,IZC,,PreservedSpecimen,59e7577d-6570-4812-bb87-1c5bfafed7bc,UCSB-IZC00037252,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,,,12/10/2019,,,2019,12,10,344,,12/10/2019,,,,,,,NP_02,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"UC Santa Barbara, North Parcel Restoration",,0,,34.4235,-119.8815,WGS84,10,,,,GPS,,,,,,,,,,,,2/14/2020 16:38,856561,6,4114d798-17f7-4ce2-acd9-4c08afc02076,https://library.big-bee.net/portal/collections/individual/index.php?occid=72988
73036,UCSB,IZC,,PreservedSpecimen,058cc145-b8a6-417e-a454-8935cd6d5d88,UCSB-IZC00037720,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,"Charlie Thrift, Taylor Curtis",,11/17/2019,,,2019,11,17,321,,11/17/2019,,,,,,,NCOS_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4183,-119.8776,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:08,856607,6,a9f19ad2-085b-4d67-951d-8ad3c3acc82f,https://library.big-bee.net/portal/collections/individual/index.php?occid=73036
73075,UCSB,IZC,,PreservedSpecimen,af2a711e-8384-4163-8b2c-5f475288f991,UCSB-IZC00042456,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,"Kipp Callahan, Cris Sandoval",,8/13/2019,,,2019,8,13,225,,8/13/2019,,,,,,,COPR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:06,856648,6,ee2cf395-1d45-4e6e-914b-58d22320c1a8,https://library.big-bee.net/portal/collections/individual/index.php?occid=73075
73099,UCSB,IZC,,PreservedSpecimen,e1ae01a4-cd87-4ca3-9675-09c47e5e3073,UCSB-IZC00042678,,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon subtilior,68885,Cockerell 1898,Agapostemon,,subtilior,,,,,Species,Katja Seltmann,1/24/2025,"European Journal of Taxonomy 958: 203?241 ISSN 2118-9773, https://doi.org/10.5852/ejt.2024.958.2671",,,,,UCSBees,"Kipp Callahan, Cris Sandoval",,11/12/2019,,,2019,11,12,316,,11/12/2019,,,,,,,COPR_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,Coal Oil Point Reserve,,0,,34.41276,-119.88231,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:06,856672,6,879cf496-d242-4bcb-a7e9-a9ae65517266,https://library.big-bee.net/portal/collections/individual/index.php?occid=73099
73103,UCSB,IZC,,PreservedSpecimen,afde3deb-6276-4240-92b8-8c9d1c815bf3,UCSB-IZC00038548,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis mellifera,6324,"Linnaeus, 1758",Apis,,mellifera,,,,,Species,Katja Seltmann,2/17/2020,,,,,,UCSBees,Chris Berry,,12/12/2019,,,2019,12,12,346,,12/12/2019,,,,,,,Lagoon_03,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,,"University of California, Santa Barbara Lagoon",,0,,34.407967,-119.848322,WGS84,10,,,,GPS,,,,,,,,,,,,2/17/2020 16:54,856676,6,84e54ceb-c09c-4666-a226-7b76230b8bc6,https://library.big-bee.net/portal/collections/individual/index.php?occid=73103
73196,UCSB,IZC,,PreservedSpecimen,83af4a74-683f-494f-88c7-ef900dbec87d,UCSB-IZC00038762,,,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia bituberculata,9434,"(Cresson, 1878)",Diadasia,,bituberculata,,,,,Species,Jamie Pawelek,2022,,,,,,UCSBees,Charlie Thrift,,6/12/2019,,,2019,6,12,163,,6/12/2019,,,,,,,NCOS_05,,,,,,,,,,Adult,Female,1,Pan Trap,Pinned,,North America,,,,United States,US,California,Santa Barbara,Goleta,University of California Santa Barbara North Campus Open Space,,0,,34.4189,-119.8799,WGS84,10,,,,GPS,,,,,,,,,,,,12/28/2020 17:08,856800,6,64798968-de02-472e-882f-739a0bd9222d,https://library.big-bee.net/portal/collections/individual/index.php?occid=73196
